activation,add_noise,anomaly_ratio,auxi_batch_size,auxi_lambda,auxi_loss,auxi_mode,auxi_type,batch_size,c_out,channel_independence,checkpoints,cutoff_freq_percentage,d_ff,d_layers,d_model,data,data_id,data_path,data_percentage,dec_in,des,deterministic,devices,distil,dropout,e_layers,embed,enc_in,extra_metrics,factor,features,first_order,fix_seed,freq,gpu,inner_lr,inverse,is_training,itr,label_len,learning_rate,leg_degree,log_path,loss,lr_decay,lradj,mask_rate,max_norm,meta_inner_steps,meta_lr,meta_optim_type,meta_type,min_lr,mode,model,model_id,model_per_task,module_first,moving_avg,n_heads,noise_amp,noise_freq_percentage,noise_seed,noise_type,num_kernels,num_tasks,num_workers,offload,optim_type,output_attention,output_log,output_pred,output_vis,overlap_ratio,p_hidden_dims,p_hidden_layers,patience,pct_start,pred_len,pretrain_model_path,rec_lambda,reconstruction_type,report_to,rerun,results,root_path,seasonal_patterns,seq_len,step_size,target,task_name,test_batch_size,test_results,thread,top_k,train_epochs,use_amp,use_gpu,use_multi_gpu,verbose,warmup_steps,weighting_type,mae,mse,rmse,mape,mspe,mre,exp_dir
gelu,False,0.25,1024,0.9,MAE,rfft,complex,32,7,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTh2_336_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,128,1,128,ETTh2,ETTh2,ETTh2.csv,1.0,7,iTransformer,0,"0,1,2,3",True,0.1,2,timeF,7,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTh2_336_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,ETTh2_96_336,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,336,,0.1,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTh2_336_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/ETT-small/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTh2_336_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.42711907625198364,0.4195880591869354,0.6477561593055725,1.711280107498169,444.27862548828125,1.711280107498169,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTh2_336_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.9,MAE,rfft,complex,32,7,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTh2_720_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,128,1,128,ETTh2,ETTh2,ETTh2.csv,1.0,7,iTransformer,0,"0,1,2,3",True,0.1,2,timeF,7,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTh2_720_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,ETTh2_96_720,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,720,,0.1,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTh2_720_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/ETT-small/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTh2_720_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.4402410089969635,0.42139652371406555,0.6491506099700928,1.9534872770309448,556.1776123046875,1.9534872770309448,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTh2_720_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.8,MAE,rfft,complex,32,7,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_96_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,128,1,128,ETTm1,ETTm1,ETTm1.csv,1.0,7,iTransformer,0,"0,1,2,3",True,0.1,2,timeF,7,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_96_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,ETTm1_96_96,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,96,,0.2,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_96_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/ETT-small/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_96_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.3613889515399933,0.3243389427661896,0.5695076584815979,2.2505364418029785,377.35687255859375,2.2505364418029785,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_96_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.8,MAE,rfft,complex,32,7,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_192_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,128,1,128,ETTm1,ETTm1,ETTm1.csv,1.0,7,iTransformer,0,"0,1,2,3",True,0.1,2,timeF,7,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_192_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,ETTm1_96_192,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,192,,0.2,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_192_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/ETT-small/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_192_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.3867599666118622,0.37558412551879883,0.6128491759300232,2.3156895637512207,385.9363708496094,2.3156895637512207,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_192_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.8,MAE,rfft,complex,32,7,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_336_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,128,1,128,ETTm1,ETTm1,ETTm1.csv,1.0,7,iTransformer,0,"0,1,2,3",True,0.1,2,timeF,7,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_336_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,ETTm1_96_336,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,336,,0.2,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_336_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/ETT-small/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_336_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.4071251153945923,0.4058544933795929,0.6370670795440674,2.3611912727355957,379.44500732421875,2.3611912727355957,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_336_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.8,MAE,rfft,complex,32,7,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_720_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,128,1,128,ETTm1,ETTm1,ETTm1.csv,1.0,7,iTransformer,0,"0,1,2,3",True,0.1,2,timeF,7,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_720_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,ETTm1_96_720,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,720,,0.2,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_720_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/ETT-small/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_720_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.44357675313949585,0.4717111587524414,0.6868123412132263,2.529085159301758,436.972900390625,2.529085159301758,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm1_720_0.2_0.8_0.0005_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.9,MAE,rfft,complex,32,7,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_96_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,128,1,128,ETTm2,ETTm2,ETTm2.csv,1.0,7,iTransformer,0,"0,1,2,3",True,0.1,2,timeF,7,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_96_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,ETTm2_96_96,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,96,,0.1,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_96_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/ETT-small/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_96_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.25320494174957275,0.17379893362522125,0.41689199209213257,1.096203088760376,256.4163513183594,1.096203088760376,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_96_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.9,MAE,rfft,complex,32,7,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_192_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,128,1,128,ETTm2,ETTm2,ETTm2.csv,1.0,7,iTransformer,0,"0,1,2,3",True,0.1,2,timeF,7,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_192_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,ETTm2_96_192,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,192,,0.1,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_192_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/ETT-small/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_192_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.2963370382785797,0.23886653780937195,0.4887397587299347,1.2270265817642212,270.9207763671875,1.2270265817642212,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_192_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.9,MAE,rfft,complex,32,7,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_336_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,128,1,128,ETTm2,ETTm2,ETTm2.csv,1.0,7,iTransformer,0,"0,1,2,3",True,0.1,2,timeF,7,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_336_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,ETTm2_96_336,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,336,,0.1,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_336_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/ETT-small/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_336_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.33513450622558594,0.29949823021888733,0.5472643375396729,1.3469616174697876,283.81658935546875,1.3469616174697876,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_336_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.9,MAE,rfft,complex,32,7,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_720_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,128,1,128,ETTm2,ETTm2,ETTm2.csv,1.0,7,iTransformer,0,"0,1,2,3",True,0.1,2,timeF,7,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_720_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,ETTm2_96_720,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,720,,0.1,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_720_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/ETT-small/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_720_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.3938658535480499,0.3998008072376251,0.6322980523109436,1.5475245714187622,359.2455139160156,1.5475245714187622,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_ETTm2_720_0.1_0.9_0.001_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.6,MAE,rfft,complex,32,358,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_12_0.4_0.6_0.001_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,PEMS,PEMS03,PEMS03.npz,1.0,358,iTransformer,0,"0,1,2,3",True,0.1,4,timeF,358,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_12_0.4_0.6_0.001_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,PEMS03_96_12,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,12,,0.4,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_12_0.4_0.6_0.001_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/PEMS/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_12_0.4_0.6_0.001_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.1744401454925537,0.06952664256095886,0.26367905735969543,1.4189932346343994,8174.29541015625,1.4189932346343994,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_12_0.4_0.6_0.001_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.6,MAE,rfft,complex,32,358,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_24_0.4_0.6_0.001_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,PEMS,PEMS03,PEMS03.npz,1.0,358,iTransformer,0,"0,1,2,3",True,0.1,4,timeF,358,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_24_0.4_0.6_0.001_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,PEMS03_96_24,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,24,,0.4,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_24_0.4_0.6_0.001_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/PEMS/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_24_0.4_0.6_0.001_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.20904508233070374,0.09932566434144974,0.31515973806381226,1.6424537897109985,8830.2705078125,1.6424537897109985,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_24_0.4_0.6_0.001_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.4,MAE,rfft,complex,32,358,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_36_0.6_0.4_0.001_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,PEMS,PEMS03,PEMS03.npz,1.0,358,iTransformer,0,"0,1,2,3",True,0.1,4,timeF,358,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_36_0.6_0.4_0.001_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,PEMS03_96_36,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,36,,0.6,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_36_0.6_0.4_0.001_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/PEMS/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_36_0.6_0.4_0.001_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.2466120421886444,0.13462232053279877,0.3669091463088989,1.9079941511154175,11988.017578125,1.9079941511154175,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_36_0.6_0.4_0.001_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.4,MAE,rfft,complex,32,358,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_48_0.6_0.4_0.001_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,PEMS,PEMS03,PEMS03.npz,1.0,358,iTransformer,0,"0,1,2,3",True,0.1,4,timeF,358,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_48_0.6_0.4_0.001_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,PEMS03_96_48,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,48,,0.6,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_48_0.6_0.4_0.001_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/PEMS/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_48_0.6_0.4_0.001_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.2827858030796051,0.1739305704832077,0.4170498549938202,2.0567827224731445,12838.388671875,2.0567827224731445,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS03_48_0.6_0.4_0.001_type1_10_3_32_rfft_complex_MAE_1
